OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
196,NK82,man74,28,27.89,25.59,2020-09-09,2020-10-01
197,GN77,man29,56,87.56,22.29,2020-08-10,2020-10-15
198,CS13,man63,34,86.6,16.56,2020-08-12,2020-10-24
199,CO77,man69,27,77.0,26.11,2020-09-12,2020-09-28
200,VF21,man09,33,21.2,12.25,2020-09-17,2020-09-26
201,AN83,man93,29,72.13,17.83,2020-08-03,2020-10-17
202,OZ48,man65,36,41.77,22.05,2020-09-11,2020-10-19
203,FJ33,man98,28,64.72,10.29,2020-07-29,2020-10-07
204,LA32,man76,60,31.21,10.22,2020-07-30,2020-10-12
205,PV00,man65,10,76.03,18.26,2020-09-24,2020-10-05
206,FK68,man84,72,92.8,14.12,2020-08-30,2020-09-26
207,SW66,man75,97,55.53,20.47,2020-08-08,2020-09-30
208,AT90,man38,3,97.01,16.59,2020-09-02,2020-10-22
209,GP48,man36,81,45.55,23.51,2020-08-16,2020-09-29
210,DT97,man52,80,96.47,21.8,2020-07-28,2020-10-16
211,KT84,man56,67,82.6,16.56,2020-08-31,2020-10-25
212,IU75,man07,44,47.3,23.22,2020-08-12,2020-09-28
213,PY46,man30,9,51.91,21.32,2020-08-15,2020-10-20
214,WY27,man33,33,99.19,19.29,2020-09-26,2020-10-10
215,ZO06,man33,13,51.12,29.51,2020-09-16,2020-10-01
216,AL88,man49,79,89.45,23.33,2020-09-05,2020-10-16
217,DL19,man58,30,84.19,28.7,2020-08-12,2020-10-08
218,WH00,man20,6,71.65,29.18,2020-08-03,2020-09-29
219,SD34,man82,86,28.57,18.62,2020-09-06,2020-10-18
220,PA74,man75,57,70.44,20.34,2020-07-29,2020-09-27
221,UP97,man61,62,23.67,22.09,2020-08-12,2020-10-20
222,US53,man80,85,93.89,15.8,2020-08-16,2020-10-17
223,AU83,man30,3,43.71,21.41,2020-08-06,2020-10-08
224,AF50,man58,82,34.14,23.6,2020-09-02,2020-09-30
225,ST65,man62,98,74.23,19.08,2020-08-11,2020-10-23
226,LY81,man03,34,25.89,26.71,2020-08-09,2020-10-09
227,OW03,man91,44,41.02,17.03,2020-09-18,2020-10-22
228,VN41,man76,13,47.32,27.7,2020-08-06,2020-10-20
229,DQ91,man50,44,85.83,13.82,2020-08-17,2020-09-28
230,AI17,man25,27,59.35,24.07,2020-09-02,2020-10-07
231,UX63,man37,51,65.23,20.26,2020-08-27,2020-10-16
232,ZV40,man95,62,72.75,10.68,2020-09-15,2020-10-13
233,OW00,man93,51,54.49,14.93,2020-09-17,2020-09-29
234,CD36,man58,78,36.37,16.65,2020-08-31,2020-10-25
235,PH03,man94,13,40.84,26.61,2020-08-02,2020-10-22
236,JE59,man98,63,90.09,12.79,2020-08-31,2020-10-18
237,QF87,man00,40,80.94,27.11,2020-08-08,2020-10-23
238,KN23,man61,10,69.42,28.49,2020-08-29,2020-10-19
239,DY64,man62,9,38.11,15.89,2020-09-25,2020-10-05
240,AN37,man35,25,69.38,15.75,2020-09-14,2020-10-09
241,QF21,man87,7,85.3,15.37,2020-08-27,2020-09-26
242,US21,man14,90,96.58,11.47,2020-09-25,2020-09-26
243,ZD54,man82,68,73.07,14.93,2020-08-05,2020-10-20
244,YD46,man45,55,58.49,22.83,2020-07-31,2020-10-12
245,LV85,man95,66,36.82,24.51,2020-08-09,2020-10-02
246,MP61,man10,50,59.51,26.46,2020-08-14,2020-10-10
247,AK06,man83,65,70.4,21.02,2020-09-01,2020-10-06
248,TT56,man60,20,98.58,23.36,2020-08-16,2020-10-06
249,FX72,man40,80,55.26,14.61,2020-08-23,2020-10-08
250,SO34,man49,39,98.23,11.17,2020-08-31,2020-10-19
251,UR57,man96,71,25.19,11.34,2020-09-24,2020-10-17
252,JB27,man06,20,38.79,27.99,2020-09-02,2020-09-29
253,PS61,man97,12,80.31,11.85,2020-09-17,2020-09-30
254,ZO53,man47,87,55.17,13.02,2020-09-22,2020-09-27
255,NA01,man20,63,43.57,20.02,2020-09-16,2020-10-13
256,AV48,man79,64,55.7,17.21,2020-08-12,2020-10-20
257,PU57,man20,81,42.39,21.0,2020-09-08,2020-10-20
258,XM08,man19,70,80.45,21.14,2020-09-05,2020-10-21
259,OC23,man31,20,89.03,13.06,2020-08-29,2020-10-15
260,NP55,man58,4,25.15,26.15,2020-09-08,2020-10-08
261,XN18,man86,72,45.23,24.88,2020-07-31,2020-09-27
262,JK41,man80,100,30.74,16.88,2020-09-21,2020-10-03
263,NB27,man58,46,93.33,11.62,2020-08-31,2020-09-26
264,QC72,man78,48,99.63,26.45,2020-09-24,2020-10-12
265,IQ68,man34,71,74.06,25.98,2020-09-04,2020-10-16
266,FI93,man50,64,72.82,17.02,2020-08-04,2020-09-27
267,MO01,man90,64,90.25,11.12,2020-09-07,2020-10-09
268,ZH85,man01,58,25.42,12.3,2020-09-22,2020-10-13
269,TV14,man71,44,45.5,19.95,2020-08-01,2020-10-19
270,DV65,man22,25,66.45,12.62,2020-08-08,2020-09-29
271,CL26,man63,1,57.67,10.95,2020-08-19,2020-09-27
272,AL56,man07,74,75.3,20.49,2020-09-01,2020-10-10
273,EI86,man70,86,45.37,20.23,2020-09-13,2020-10-20
274,LO15,man06,95,61.9,14.95,2020-09-16,2020-10-14
275,IO81,man50,38,66.13,13.44,2020-09-05,2020-10-04
276,IB30,man19,31,37.6,16.5,2020-08-26,2020-10-17
277,MS07,man24,15,89.52,27.3,2020-09-22,2020-10-07
278,NL34,man72,83,34.43,26.52,2020-08-31,2020-10-17
279,HK25,man77,74,55.97,29.28,2020-08-18,2020-09-29
280,WE98,man30,39,96.46,13.34,2020-09-20,2020-10-15
281,IL11,man06,33,77.5,20.81,2020-09-13,2020-10-20
282,GX43,man49,41,89.24,19.5,2020-08-13,2020-10-09
283,EP72,man99,6,99.61,16.18,2020-09-12,2020-10-26
284,XG22,man41,70,46.52,19.91,2020-09-24,2020-10-01
285,ZE34,man60,81,51.26,21.66,2020-08-17,2020-10-01
286,GU24,man33,4,65.02,20.4,2020-09-23,2020-10-01
287,LQ97,man42,95,28.95,10.01,2020-08-25,2020-10-23
288,IE78,man95,77,75.46,20.48,2020-09-26,2020-10-18
289,WC49,man99,58,58.44,17.11,2020-09-15,2020-10-10
290,OH51,man56,97,87.92,16.34,2020-08-17,2020-10-17
291,SP05,man95,91,73.5,14.31,2020-08-18,2020-10-22
292,PG89,man39,57,23.46,22.68,2020-08-25,2020-09-29
293,QD95,man68,64,44.22,12.99,2020-08-14,2020-10-16
294,ZB20,man22,80,94.18,21.39,2020-09-15,2020-10-03
295,MF88,man99,96,58.83,23.75,2020-07-28,2020-10-20
296,EM07,man08,74,50.38,10.92,2020-08-09,2020-10-08
297,OY64,man98,95,21.81,13.49,2020-09-14,2020-10-04
298,RB07,man70,68,35.03,21.64,2020-08-23,2020-10-08
299,QO41,man50,85,25.41,11.11,2020-08-07,2020-10-09
300,HJ47,man69,93,78.89,20.31,2020-09-13,2020-10-19
301,VU42,man89,48,93.58,26.41,2020-09-17,2020-10-24
302,MH32,man19,95,56.13,24.04,2020-08-19,2020-10-07
303,EC30,man91,38,33.51,15.32,2020-09-13,2020-09-30
304,NB87,man22,47,65.3,26.2,2020-08-16,2020-10-18
305,EW45,man69,78,90.94,17.18,2020-08-07,2020-10-15
306,WS92,man34,32,62.3,25.46,2020-07-31,2020-10-07
307,ZK87,man70,70,31.55,22.48,2020-09-15,2020-10-19
308,HV77,man49,69,85.9,29.13,2020-07-31,2020-10-16
309,OW21,man88,8,34.47,16.95,2020-07-28,2020-10-18
310,TL40,man00,6,69.88,19.06,2020-09-11,2020-09-29
311,RV91,man77,74,59.99,29.68,2020-09-07,2020-10-03
312,MC28,man23,95,59.59,16.92,2020-08-17,2020-10-12
313,WN78,man52,26,25.15,18.01,2020-09-03,2020-09-29
314,NU87,man37,29,92.52,16.49,2020-09-20,2020-10-22
315,XN53,man78,15,75.61,12.22,2020-08-09,2020-10-10
316,EY77,man20,65,21.44,19.46,2020-09-07,2020-10-04
317,YQ49,man18,20,71.93,23.59,2020-08-17,2020-10-04
318,VR08,man72,78,36.32,11.82,2020-08-23,2020-10-16
319,NQ01,man60,5,55.91,21.44,2020-07-30,2020-10-15
320,ZJ96,man78,67,34.88,14.56,2020-08-25,2020-10-17
321,EN98,man76,7,90.69,29.66,2020-09-22,2020-09-29
322,AQ38,man99,49,48.31,19.48,2020-08-06,2020-10-14
323,XD94,man66,52,86.3,18.31,2020-09-13,2020-10-08
324,JC30,man10,17,56.16,19.74,2020-09-13,2020-10-17
325,NM54,man18,30,39.76,21.19,2020-09-02,2020-10-26
326,ZZ54,man92,74,21.59,27.07,2020-08-22,2020-10-22
327,IT04,man58,85,62.36,10.96,2020-09-10,2020-10-10
328,IF40,man52,57,75.42,22.77,2020-09-05,2020-10-16
329,AZ72,man71,42,91.22,21.36,2020-08-06,2020-10-20
330,RR80,man67,40,43.62,23.06,2020-08-03,2020-10-22
331,MC02,man57,94,26.82,18.2,2020-09-09,2020-10-06
332,JD54,man45,94,86.2,20.51,2020-09-06,2020-10-25
333,AI64,man66,79,70.36,12.31,2020-08-26,2020-10-02
334,AH29,man85,14,80.0,15.1,2020-08-14,2020-10-18
335,JD36,man18,29,90.25,15.53,2020-09-09,2020-10-17
336,VH11,man12,64,68.25,28.31,2020-08-20,2020-10-02
337,EE62,man59,60,60.31,28.29,2020-08-23,2020-10-23
338,NR69,man21,20,24.59,16.99,2020-09-26,2020-10-16
339,MS17,man32,1,46.36,12.47,2020-09-24,2020-10-20
340,KG20,man05,97,25.75,28.03,2020-09-19,2020-10-09
341,QH81,man01,64,24.16,25.22,2020-09-06,2020-10-22
342,KN49,man33,76,33.55,24.77,2020-08-13,2020-10-11
343,UT96,man32,40,24.26,18.23,2020-09-11,2020-10-04
344,QY37,man50,8,43.75,29.06,2020-08-27,2020-10-18
345,KD80,man87,79,66.33,14.2,2020-08-29,2020-10-06
346,FA77,man18,7,22.79,11.07,2020-08-01,2020-10-08
347,FA82,man42,71,65.88,12.05,2020-09-24,2020-10-26
348,GV92,man59,44,89.69,10.43,2020-08-15,2020-10-25
349,AQ28,man95,5,91.63,21.72,2020-08-26,2020-09-30
350,PE74,man67,27,68.73,27.68,2020-08-13,2020-10-15
351,UC69,man67,43,46.31,17.66,2020-07-29,2020-10-21
352,VR76,man03,79,64.67,25.8,2020-09-23,2020-10-04
353,KI23,man05,20,29.12,14.52,2020-07-29,2020-10-17
354,BT05,man03,99,33.45,19.89,2020-08-24,2020-10-05
355,EP43,man70,22,78.22,21.97,2020-08-16,2020-09-26
356,UK39,man45,90,52.99,21.61,2020-09-24,2020-10-10
357,GI93,man93,90,47.08,25.02,2020-08-11,2020-10-25
358,BV30,man18,24,50.95,27.34,2020-09-26,2020-10-20
359,RG78,man61,70,90.39,11.31,2020-09-18,2020-10-16
360,IS14,man21,16,64.3,28.6,2020-09-10,2020-10-25
361,GZ10,man60,29,40.95,10.54,2020-09-16,2020-10-16
362,JY07,man27,65,78.85,29.44,2020-08-16,2020-10-25
363,IS18,man02,33,25.86,27.3,2020-09-07,2020-10-08
364,TN07,man55,33,36.81,19.95,2020-08-22,2020-10-01
365,TM06,man49,32,90.86,22.53,2020-08-29,2020-10-25
366,BC89,man57,91,92.26,21.43,2020-08-17,2020-10-12
367,DF85,man08,21,52.35,13.46,2020-09-17,2020-10-15
368,LH55,man18,99,84.79,16.8,2020-09-18,2020-10-04
369,NG02,man39,70,32.12,29.36,2020-08-15,2020-10-10
370,RA31,man56,27,79.9,14.18,2020-08-14,2020-10-12
371,ZQ01,man29,1,76.33,25.97,2020-08-01,2020-10-05
372,UI26,man49,10,22.7,12.61,2020-08-24,2020-09-29
373,EE31,man93,7,28.0,23.38,2020-09-02,2020-10-05
374,DH22,man36,87,72.38,23.26,2020-08-31,2020-10-26
375,BG41,man21,74,76.7,16.26,2020-09-12,2020-10-05
376,UA23,man28,2,75.53,12.44,2020-09-15,2020-10-07
377,ME43,man16,51,98.95,16.97,2020-09-20,2020-10-08
378,AR51,man53,44,94.08,11.74,2020-08-27,2020-10-09
379,DL55,man72,25,47.38,25.31,2020-09-23,2020-10-04
380,DZ50,man78,19,37.2,28.99,2020-09-26,2020-10-01
381,KQ99,man88,92,27.86,27.82,2020-09-09,2020-10-24
382,DF83,man76,66,89.86,26.61,2020-08-04,2020-10-01
383,DT82,man29,46,97.83,18.06,2020-09-22,2020-10-11
384,DX81,man17,24,74.67,21.38,2020-09-20,2020-10-24
385,BU62,man48,50,61.8,22.36,2020-08-08,2020-09-30
386,ZR96,man95,6,60.23,17.63,2020-09-18,2020-10-24
387,WE69,man29,99,30.78,18.73,2020-09-04,2020-10-26
388,WY80,man25,57,78.8,27.25,2020-08-11,2020-10-12
389,GA55,man04,7,40.58,21.86,2020-09-07,2020-10-26
390,NU08,man86,94,78.87,23.37,2020-08-26,2020-09-29
391,VU97,man69,79,26.74,10.05,2020-08-06,2020-10-12
392,KD02,man87,33,56.68,13.19,2020-08-09,2020-10-18
393,GW28,man71,88,35.67,29.01,2020-09-09,2020-10-07
394,PB15,man77,68,62.64,16.62,2020-09-16,2020-10-10
395,WY40,man29,9,67.69,12.5,2020-09-26,2020-10-18
396,QC80,man85,11,35.0,18.37,2020-09-23,2020-09-29
397,AK53,man35,86,44.48,22.87,2020-08-14,2020-10-17
398,YJ68,man82,43,27.44,29.8,2020-08-18,2020-09-29
399,MX60,man35,75,78.98,27.34,2020-08-25,2020-10-24
400,VV07,man08,38,39.29,24.28,2020-09-13,2020-09-27
401,AQ00,man00,25,90.28,14.22,2020-08-24,2020-10-06
402,SU42,man94,41,85.24,15.1,2020-09-11,2020-10-03
403,HP74,man26,10,39.34,11.47,2020-09-21,2020-10-11
404,OA83,man37,60,52.9,11.88,2020-08-25,2020-10-23
405,MQ11,man46,44,20.29,29.04,2020-08-21,2020-10-19
406,CU75,man56,75,64.5,17.24,2020-08-02,2020-10-07
407,MS50,man58,52,63.63,14.49,2020-08-21,2020-10-23
408,IR69,man33,76,52.37,13.15,2020-08-19,2020-10-06
409,XS11,man10,10,29.97,21.89,2020-08-27,2020-09-27
410,ZF79,man88,13,91.21,27.18,2020-09-13,2020-10-03
411,AC58,man46,23,88.99,17.74,2020-08-04,2020-09-30
412,QK89,man74,60,35.07,14.41,2020-08-02,2020-10-14
413,OY67,man38,96,59.96,11.72,2020-08-20,2020-09-27
414,BK93,man66,77,88.86,20.17,2020-09-26,2020-10-23
415,QR08,man79,72,80.79,26.46,2020-08-17,2020-10-13
416,QX24,man19,71,68.38,11.77,2020-07-30,2020-10-20
417,RT98,man76,73,53.92,14.69,2020-09-05,2020-10-25
418,DJ46,man61,32,95.03,16.49,2020-08-25,2020-10-23
419,RF96,man38,84,45.25,24.03,2020-09-08,2020-09-29
